# Inputs `services/name_rules.normalize_nfc` normalises differently from OTP.
# Each line is `INPUT<TAB>WHAT-WE-PRODUCE`, both comma-separated hex.
#
# Keyed on the OUTPUT as well as the input. Keying on the input alone exempted
# a quarter of the corpus from output checking entirely: deleting the
# `previous_ccc == 0` clause from `_compose` — the whole point of that function
# — left `check.py` at exit 0, because the rows it broke were already listed
# for a different reason. `check.py` also asserts this file's row count.
#
# Rows are DEDUPED. An earlier revision listed 24 signatures twice, every one
# `1100..1117,AC00,11A7`, produced where two generators in probe.exs overlap.
# `check.py` compares deduped to deduped, so it could not see a row listed
# twice. The count in the banner below is the unique one, and is the figure
# `check.py` asserts against.
#
# ==========================================================================
#   17423 unique diverging signatures out of 72269 corpus rows.
#
#     group 1       32   composition rule (base, mark, class-zero, lower mark)
#     group 2A     616   jamo lead + non-Hangul two-part vowel
#     group 2B   15652   jamo lead + precomposed Hangul syllable
#     group 2C     126   jamo lead + bare jamo  (REVERSE direction of 2B)
#     group 2D     997   OTP deletes U+11A7 after an LV syllable or L+V pair
# ==========================================================================
#
# READ THIS BEFORE CHANGING `_compose`:
#
#   * 2C IS THE REVERSE DIRECTION FROM 2B. A fix aimed only at 2B makes 2C
#     worse. This is the trap in this artefact.
#   * 2D is PURE HANGUL — no second script involved — so do not describe the
#     gap as cross-script. It was invisible until the trailers were extended
#     down to U+11A7; they started at U+11A8.
#   * These counts are NOT the size of the gap. They are the size of the
#     intersection between the gap and this corpus. Measured exhaustively
#     rather than over the probe, groups 1, 2A and 2C are 91,200 / >=3,604 /
#     10,773 — three orders of magnitude apart from what the probe finds for
#     group 1. They looked steady across earlier widenings only because those
#     widenings moved the axis 2B feeds on and left the others alone.
#   * 2B does not converge. It diverges for 106 of 125 jamo leads (84.8%).
#
# --- what these are ---
#
# GROUP 1 -- the composition-rule gap documented in `normalize_nfc`: a base, a
# mark, any class-zero character, then a mark of lower class.
#
# GROUPS 2A-2D -- the Hangul routing gap, OpenFn/apollo#655. `_compose` sends
# any cluster containing a Hangul-class character to Python's spec NFC, and OTP
# instead composes onto the cluster lead. That is FOUR mechanisms:
#
#   2A -- a jamo lead followed by a *non-Hangul* two-part vowel (Indic,
#      Sinhala, Balinese). No Hangul syllable involved, which is why it is the
#      least obvious.
#   2B -- a jamo lead followed by a precomposed Hangul syllable, which OTP
#      decomposes because it is not the cluster lead. `U+1113 U+AC00` is
#      `1113,1100,1161` in OTP and `1113,AC00` here.
#   2C -- a jamo lead followed by bare jamo, which we compose into a syllable
#      and OTP leaves apart.
#   2D -- OTP deletes U+11A7 after an LV syllable or an L+V pair, for 100% of
#      the 399 LV syllables. We keep it.
#
# The corpus sweeps the boundary of every range in `name_rules`, plus one
# either side, generated by edges.py — a hand-picked slice never steps across
# an edge, and three rounds running that is where the surviving mutant was.
# It also sweeps the extended jamo blocks (U+A960-A97C lead,
# U+D7B0-D7C6 vowel, U+D7CB-D7FB trailing). It had zero codepoints from all
# three, so narrowing any of the `_HANGUL_*` ranges in `name_rules` left this
# harness at exit 0 while `U+A960 U+1161` went from one grapheme to two.
#
# Ordinary Korean text is unaffected: `한국어`, `안녕하세요` and `환자 등록` all
# round-trip. But 2D is pure Hangul, so do not describe the gap as cross-script.
#
# If you have fixed a group, delete its rows and re-run check.py.
# --- group 1: composition rule (32 rows) ---
41,302,200C,323	1EAC,200C
1153,D4D6	1153,D4D6
1153,D543	1153,D543
1153,D5B0	1153,D5B0
1153,D61D	1153,D61D
1153,D689	1153,D689
1153,D6F6	1153,D6F6
1153,D763	1153,D763
1154,AC01	1154,AC01
1154,AC6D	1154,AC6D
1154,ACDA	1154,ACDA
1154,AD47	1154,AD47
1154,ADB4	1154,ADB4
1154,AE21	1154,AE21
1154,AE8E	1154,AE8E
1154,AEFB	1154,AEFB
1154,AF68	1154,AF68
1154,AFD5	1154,AFD5
1154,B041	1154,B041
1154,B0AE	1154,B0AE
1154,B11B	1154,B11B
1154,B188	1154,B188
1154,B1F5	1154,B1F5
1154,B262	1154,B262
1154,B2CF	1154,B2CF
1154,B33C	1154,B33C
1154,B3A9	1154,B3A9
1154,B415	1154,B415
1154,B482	1154,B482
1154,B4EF	1154,B4EF
1154,B55C	1154,B55C
1154,B5C9	1154,B5C9
1154,B636	1154,B636
1154,B6A3	1154,B6A3
1154,B710	1154,B710
1154,B77D	1154,B77D
1154,B7E9	1154,B7E9
1154,B856	1154,B856
1154,B8C3	1154,B8C3
1154,B930	1154,B930
1154,B99D	1154,B99D
1154,BA0A	1154,BA0A
1154,BA77	1154,BA77
1154,BAE4	1154,BAE4
1154,BB51	1154,BB51
1154,BBBD	1154,BBBD
1154,BC2A	1154,BC2A
1154,BC97	1154,BC97
1154,BD04	1154,BD04
1154,BD71	1154,BD71
1154,BDDE	1154,BDDE
1154,BE4B	1154,BE4B
1154,BEB8	1154,BEB8
1154,BF25	1154,BF25
1154,BF91	1154,BF91
1154,BFFE	1154,BFFE
1154,C06B	1154,C06B
1154,C0D8	1154,C0D8
1154,C145	1154,C145
1154,C1B2	1154,C1B2
1154,C21F	1154,C21F
1154,C28C	1154,C28C
1154,C2F9	1154,C2F9
1154,C365	1154,C365
1154,C3D2	1154,C3D2
1154,C43F	1154,C43F
1154,C4AC	1154,C4AC
1154,C519	1154,C519
1154,C586	1154,C586
1154,C5F3	1154,C5F3
1154,C660	1154,C660
1154,C6CD	1154,C6CD
1154,C739	1154,C739
1154,C7A6	1154,C7A6
1154,C813	1154,C813
1154,C880	1154,C880
1154,C8ED	1154,C8ED
1154,C95A	1154,C95A
1154,C9C7	1154,C9C7
1154,CA34	1154,CA34
1154,CAA1	1154,CAA1
1154,CB0D	1154,CB0D
1154,CB7A	1154,CB7A
1154,CBE7	1154,CBE7
1154,CC54	1154,CC54
1154,CCC1	1154,CCC1
1154,CD2E	1154,CD2E
1154,CD9B	1154,CD9B
1154,CE08	1154,CE08
1154,CE75	1154,CE75
1154,CEE1	1154,CEE1
1154,CF4E	1154,CF4E
1154,CFBB	1154,CFBB
1154,D028	1154,D028
1154,D095	1154,D095
1154,D102	1154,D102
1154,D16F	1154,D16F
1154,D1DC	1154,D1DC
1154,D249	1154,D249
1154,D2B5	1154,D2B5
1154,D322	1154,D322
1154,D38F	1154,D38F
1154,D3FC	1154,D3FC
1154,D469	1154,D469
1154,D4D6	1154,D4D6
1154,D543	1154,D543
1154,D5B0	1154,D5B0
1154,D61D	1154,D61D
1154,D689	1154,D689
1154,D6F6	1154,D6F6
1154,D763	1154,D763
1155,AC01	1155,AC01
1155,AC6D	1155,AC6D
1155,ACDA	1155,ACDA
1155,AD47	1155,AD47
1155,ADB4	1155,ADB4
1155,AE21	1155,AE21
1155,AE8E	1155,AE8E
1155,AEFB	1155,AEFB
1155,AF68	1155,AF68
1155,AFD5	1155,AFD5
1155,B041	1155,B041
1155,B0AE	1155,B0AE
1155,B11B	1155,B11B
1155,B188	1155,B188
1155,B1F5	1155,B1F5
1155,B262	1155,B262
1155,B2CF	1155,B2CF
1155,B33C	1155,B33C
1155,B3A9	1155,B3A9
1155,B415	1155,B415
1155,B482	1155,B482
1155,B4EF	1155,B4EF
1155,B55C	1155,B55C
1155,B5C9	1155,B5C9
1155,B636	1155,B636
1155,B6A3	1155,B6A3
1155,B710	1155,B710
1155,B77D	1155,B77D
1155,B7E9	1155,B7E9
1155,B856	1155,B856
1155,B8C3	1155,B8C3
1155,B930	1155,B930
1155,B99D	1155,B99D
1155,BA0A	1155,BA0A
1155,BA77	1155,BA77
1155,BAE4	1155,BAE4
1155,BB51	1155,BB51
1155,BBBD	1155,BBBD
1155,BC2A	1155,BC2A
1155,BC97	1155,BC97
1155,BD04	1155,BD04
1155,BD71	1155,BD71
1155,BDDE	1155,BDDE
1155,BE4B	1155,BE4B
1155,BEB8	1155,BEB8
1155,BF25	1155,BF25
1155,BF91	1155,BF91
1155,BFFE	1155,BFFE
1155,C06B	1155,C06B
1155,C0D8	1155,C0D8
1155,C145	1155,C145
1155,C1B2	1155,C1B2
1155,C21F	1155,C21F
1155,C28C	1155,C28C
1155,C2F9	1155,C2F9
1155,C365	1155,C365
1155,C3D2	1155,C3D2
1155,C43F	1155,C43F
1155,C4AC	1155,C4AC
1155,C519	1155,C519
1155,C586	1155,C586
1155,C5F3	1155,C5F3
1155,C660	1155,C660
1155,C6CD	1155,C6CD
1155,C739	1155,C739
1155,C7A6	1155,C7A6
1155,C813	1155,C813
1155,C880	1155,C880
1155,C8ED	1155,C8ED
1155,C95A	1155,C95A
1155,C9C7	1155,C9C7
1155,CA34	1155,CA34
1155,CAA1	1155,CAA1
1155,CB0D	1155,CB0D
1155,CB7A	1155,CB7A
1155,CBE7	1155,CBE7
1155,CC54	1155,CC54
1155,CCC1	1155,CCC1
1155,CD2E	1155,CD2E
1155,CD9B	1155,CD9B
1155,CE08	1155,CE08
1155,CE75	1155,CE75
1155,CEE1	1155,CEE1
1155,CF4E	1155,CF4E
1155,CFBB	1155,CFBB
1155,D028	1155,D028
1155,D095	1155,D095
1155,D102	1155,D102
1155,D16F	1155,D16F
1155,D1DC	1155,D1DC
1155,D249	1155,D249
1155,D2B5	1155,D2B5
1155,D322	1155,D322
1155,D38F	1155,D38F
1155,D3FC	1155,D3FC
1155,D469	1155,D469
1155,D4D6	1155,D4D6
1155,D543	1155,D543
1155,D5B0	1155,D5B0
1155,D61D	1155,D61D
1155,D689	1155,D689
1155,D6F6	1155,D6F6
1155,D763	1155,D763
1156,AC01	1156,AC01
1156,AC6D	1156,AC6D
1156,ACDA	1156,ACDA
1156,AD47	1156,AD47
1156,ADB4	1156,ADB4
1156,AE21	1156,AE21
1156,AE8E	1156,AE8E
1156,AEFB	1156,AEFB
1156,AF68	1156,AF68
1156,AFD5	1156,AFD5
1156,B041	1156,B041
1156,B0AE	1156,B0AE
1156,B11B	1156,B11B
1156,B188	1156,B188
1156,B1F5	1156,B1F5
1156,B262	1156,B262
1156,B2CF	1156,B2CF
1156,B33C	1156,B33C
1156,B3A9	1156,B3A9
1156,B415	1156,B415
1156,B482	1156,B482
1156,B4EF	1156,B4EF
1156,B55C	1156,B55C
1156,B5C9	1156,B5C9
1156,B636	1156,B636
1156,B6A3	1156,B6A3
1156,B710	1156,B710
1156,B77D	1156,B77D
1156,B7E9	1156,B7E9
1156,B856	1156,B856
1156,B8C3	1156,B8C3
1156,B930	1156,B930
1156,B99D	1156,B99D
1156,BA0A	1156,BA0A
1156,BA77	1156,BA77
1156,BAE4	1156,BAE4
1156,BB51	1156,BB51
1156,BBBD	1156,BBBD
1156,BC2A	1156,BC2A
1156,BC97	1156,BC97
1156,BD04	1156,BD04
1156,BD71	1156,BD71
1156,BDDE	1156,BDDE
1156,BE4B	1156,BE4B
1156,BEB8	1156,BEB8
1156,BF25	1156,BF25
1156,BF91	1156,BF91
1156,BFFE	1156,BFFE
1156,C06B	1156,C06B
1156,C0D8	1156,C0D8
1156,C145	1156,C145
1156,C1B2	1156,C1B2
1156,C21F	1156,C21F
1156,C28C	1156,C28C
1156,C2F9	1156,C2F9
1156,C365	1156,C365
1156,C3D2	1156,C3D2
1156,C43F	1156,C43F
1156,C4AC	1156,C4AC
1156,C519	1156,C519
1156,C586	1156,C586
1156,C5F3	1156,C5F3
1156,C660	1156,C660
1156,C6CD	1156,C6CD
1156,C739	1156,C739
1156,C7A6	1156,C7A6
1156,C813	1156,C813
1156,C880	1156,C880
1156,C8ED	1156,C8ED
1156,C95A	1156,C95A
1156,C9C7	1156,C9C7
1156,CA34	1156,CA34
1156,CAA1	1156,CAA1
1156,CB0D	1156,CB0D
1156,CB7A	1156,CB7A
1156,CBE7	1156,CBE7
1156,CC54	1156,CC54
1156,CCC1	1156,CCC1
1156,CD2E	1156,CD2E
1156,CD9B	1156,CD9B
1156,CE08	1156,CE08
1156,CE75	1156,CE75
1156,CEE1	1156,CEE1
1156,CF4E	1156,CF4E
1156,CFBB	1156,CFBB
1156,D028	1156,D028
1156,D095	1156,D095
1156,D102	1156,D102
1156,D16F	1156,D16F
1156,D1DC	1156,D1DC
1156,D249	1156,D249
1156,D2B5	1156,D2B5
1156,D322	1156,D322
1156,D38F	1156,D38F
1156,D3FC	1156,D3FC
1156,D469	1156,D469
1156,D4D6	1156,D4D6
1156,D543	1156,D543
1156,D5B0	1156,D5B0
1156,D61D	1156,D61D
1156,D689	1156,D689
1156,D6F6	1156,D6F6
1156,D763	1156,D763
1157,AC01	1157,AC01
1157,AC6D	1157,AC6D
1157,ACDA	1157,ACDA
1157,AD47	1157,AD47
1157,ADB4	1157,ADB4
1157,AE21	1157,AE21
1157,AE8E	1157,AE8E
1157,AEFB	1157,AEFB
1157,AF68	1157,AF68
1157,AFD5	1157,AFD5
1157,B041	1157,B041
1157,B0AE	1157,B0AE
1157,B11B	1157,B11B
1157,B188	1157,B188
1157,B1F5	1157,B1F5
1157,B262	1157,B262
1157,B2CF	1157,B2CF
1157,B33C	1157,B33C
1157,B3A9	1157,B3A9
1157,B415	1157,B415
1157,B482	1157,B482
1157,B4EF	1157,B4EF
1157,B55C	1157,B55C
1157,B5C9	1157,B5C9
1157,B636	1157,B636
1157,B6A3	1157,B6A3
1157,B710	1157,B710
1157,B77D	1157,B77D
1157,B7E9	1157,B7E9
1157,B856	1157,B856
1157,B8C3	1157,B8C3
1157,B930	1157,B930
1157,B99D	1157,B99D
1157,BA0A	1157,BA0A
1157,BA77	1157,BA77
1157,BAE4	1157,BAE4
1157,BB51	1157,BB51
1157,BBBD	1157,BBBD
1157,BC2A	1157,BC2A
1157,BC97	1157,BC97
1157,BD04	1157,BD04
1157,BD71	1157,BD71
1157,BDDE	1157,BDDE
1157,BE4B	1157,BE4B
1157,BEB8	1157,BEB8
1157,BF25	1157,BF25
1157,BF91	1157,BF91
1157,BFFE	1157,BFFE
1157,C06B	1157,C06B
1157,C0D8	1157,C0D8
1157,C145	1157,C145
1157,C1B2	1157,C1B2
1157,C21F	1157,C21F
1157,C28C	1157,C28C
1157,C2F9	1157,C2F9
1157,C365	1157,C365
1157,C3D2	1157,C3D2
1157,C43F	1157,C43F
1157,C4AC	1157,C4AC
1157,C519	1157,C519
1157,C586	1157,C586
1157,C5F3	1157,C5F3
1157,C660	1157,C660
1157,C6CD	1157,C6CD
1157,C739	1157,C739
1157,C7A6	1157,C7A6
1157,C813	1157,C813
1157,C880	1157,C880
1157,C8ED	1157,C8ED
1157,C95A	1157,C95A
1157,C9C7	1157,C9C7
1157,CA34	1157,CA34
1157,CAA1	1157,CAA1
1157,CB0D	1157,CB0D
1157,CB7A	1157,CB7A
1157,CBE7	1157,CBE7
1157,CC54	1157,CC54
1157,CCC1	1157,CCC1
1157,CD2E	1157,CD2E
1157,CD9B	1157,CD9B
1157,CE08	1157,CE08
1157,CE75	1157,CE75
1157,CEE1	1157,CEE1
1157,CF4E	1157,CF4E
1157,CFBB	1157,CFBB
1157,D028	1157,D028
1157,D095	1157,D095
1157,D102	1157,D102
1157,D16F	1157,D16F
1157,D1DC	1157,D1DC
1157,D249	1157,D249
1157,D2B5	1157,D2B5
1157,D322	1157,D322
1157,D38F	1157,D38F
1157,D3FC	1157,D3FC
1157,D469	1157,D469
1157,D4D6	1157,D4D6
1157,D543	1157,D543
1157,D5B0	1157,D5B0
1157,D61D	1157,D61D
1157,D689	1157,D689
1157,D6F6	1157,D6F6
1157,D763	1157,D763
1158,AC01	1158,AC01
1158,AC6D	1158,AC6D
1158,ACDA	1158,ACDA
1158,AD47	1158,AD47
1158,ADB4	1158,ADB4
1158,AE21	1158,AE21
1158,AE8E	1158,AE8E
1158,AEFB	1158,AEFB
1158,AF68	1158,AF68
1158,AFD5	1158,AFD5
1158,B041	1158,B041
1158,B0AE	1158,B0AE
1158,B11B	1158,B11B
1158,B188	1158,B188
1158,B1F5	1158,B1F5
1158,B262	1158,B262
1158,B2CF	1158,B2CF
1158,B33C	1158,B33C
1158,B3A9	1158,B3A9
1158,B415	1158,B415
1158,B482	1158,B482
1158,B4EF	1158,B4EF
1158,B55C	1158,B55C
1158,B5C9	1158,B5C9
1158,B636	1158,B636
1158,B6A3	1158,B6A3
1158,B710	1158,B710
1158,B77D	1158,B77D
1158,B7E9	1158,B7E9
1158,B856	1158,B856
1158,B8C3	1158,B8C3
1158,B930	1158,B930
1158,B99D	1158,B99D
1158,BA0A	1158,BA0A
1158,BA77	1158,BA77
1158,BAE4	1158,BAE4
1158,BB51	1158,BB51
1158,BBBD	1158,BBBD
1158,BC2A	1158,BC2A
1158,BC97	1158,BC97
1158,BD04	1158,BD04
1158,BD71	1158,BD71
1158,BDDE	1158,BDDE
1158,BE4B	1158,BE4B
1158,BEB8	1158,BEB8
1158,BF25	1158,BF25
1158,BF91	1158,BF91
1158,BFFE	1158,BFFE
1158,C06B	1158,C06B
1158,C0D8	1158,C0D8
1158,C145	1158,C145
1158,C1B2	1158,C1B2
1158,C21F	1158,C21F
1158,C28C	1158,C28C
1158,C2F9	1158,C2F9
1158,C365	1158,C365
1158,C3D2	1158,C3D2
1158,C43F	1158,C43F
1158,C4AC	1158,C4AC
1158,C519	1158,C519
1158,C586	1158,C586
1158,C5F3	1158,C5F3
1158,C660	1158,C660
1158,C6CD	1158,C6CD
1158,C739	1158,C739
1158,C7A6	1158,C7A6
1158,C813	1158,C813
1158,C880	1158,C880
1158,C8ED	1158,C8ED
1158,C95A	1158,C95A
1158,C9C7	1158,C9C7
1158,CA34	1158,CA34
1158,CAA1	1158,CAA1
1158,CB0D	1158,CB0D
1158,CB7A	1158,CB7A
1158,CBE7	1158,CBE7
1158,CC54	1158,CC54
1158,CCC1	1158,CCC1
1158,CD2E	1158,CD2E
1158,CD9B	1158,CD9B
1158,CE08	1158,CE08
1158,CE75	1158,CE75
1158,CEE1	1158,CEE1
1158,CF4E	1158,CF4E
1158,CFBB	1158,CFBB
1158,D028	1158,D028
1158,D095	1158,D095
1158,D102	1158,D102
1158,D16F	1158,D16F
1158,D1DC	1158,D1DC
1158,D249	1158,D249
1158,D2B5	1158,D2B5
1158,D322	1158,D322
1158,D38F	1158,D38F
1158,D3FC	1158,D3FC
1158,D469	1158,D469
1158,D4D6	1158,D4D6
1158,D543	1158,D543
1158,D5B0	1158,D5B0
1158,D61D	1158,D61D
1158,D689	1158,D689
1158,D6F6	1158,D6F6
1158,D763	1158,D763
1159,AC01	1159,AC01
1159,AC6D	1159,AC6D
1159,ACDA	1159,ACDA
1159,AD47	1159,AD47
1159,ADB4	1159,ADB4
1159,AE21	1159,AE21
1159,AE8E	1159,AE8E
1159,AEFB	1159,AEFB
1159,AF68	1159,AF68
1159,AFD5	1159,AFD5
1159,B041	1159,B041
1159,B0AE	1159,B0AE
1159,B11B	1159,B11B
1159,B188	1159,B188
1159,B1F5	1159,B1F5
1159,B262	1159,B262
1159,B2CF	1159,B2CF
1159,B33C	1159,B33C
1159,B3A9	1159,B3A9
1159,B415	1159,B415
1159,B482	1159,B482
1159,B4EF	1159,B4EF
1159,B55C	1159,B55C
1159,B5C9	1159,B5C9
1159,B636	1159,B636
1159,B6A3	1159,B6A3
1159,B710	1159,B710
1159,B77D	1159,B77D
1159,B7E9	1159,B7E9
1159,B856	1159,B856
1159,B8C3	1159,B8C3
1159,B930	1159,B930
1159,B99D	1159,B99D
1159,BA0A	1159,BA0A
1159,BA77	1159,BA77
1159,BAE4	1159,BAE4
1159,BB51	1159,BB51
1159,BBBD	1159,BBBD
1159,BC2A	1159,BC2A
1159,BC97	1159,BC97
1159,BD04	1159,BD04
1159,BD71	1159,BD71
1159,BDDE	1159,BDDE
1159,BE4B	1159,BE4B
1159,BEB8	1159,BEB8
1159,BF25	1159,BF25
1159,BF91	1159,BF91
1159,BFFE	1159,BFFE
1159,C06B	1159,C06B
1159,C0D8	1159,C0D8
1159,C145	1159,C145
1159,C1B2	1159,C1B2
1159,C21F	1159,C21F
1159,C28C	1159,C28C
1159,C2F9	1159,C2F9
1159,C365	1159,C365
1159,C3D2	1159,C3D2
1159,C43F	1159,C43F
1159,C4AC	1159,C4AC
1159,C519	1159,C519
1159,C586	1159,C586
1159,C5F3	1159,C5F3
1159,C660	1159,C660
1159,C6CD	1159,C6CD
1159,C739	1159,C739
1159,C7A6	1159,C7A6
1159,C813	1159,C813
1159,C880	1159,C880
1159,C8ED	1159,C8ED
1159,C95A	1159,C95A
1159,C9C7	1159,C9C7
1159,CA34	1159,CA34
1159,CAA1	1159,CAA1
1159,CB0D	1159,CB0D
1159,CB7A	1159,CB7A
1159,CBE7	1159,CBE7
1159,CC54	1159,CC54
1159,CCC1	1159,CCC1
1159,CD2E	1159,CD2E
1159,CD9B	1159,CD9B
1159,CE08	1159,CE08
1159,CE75	1159,CE75
1159,CEE1	1159,CEE1
1159,CF4E	1159,CF4E
1159,CFBB	1159,CFBB
1159,D028	1159,D028
1159,D095	1159,D095
1159,D102	1159,D102
1159,D16F	1159,D16F
1159,D1DC	1159,D1DC
1159,D249	1159,D249
1159,D2B5	1159,D2B5
1159,D322	1159,D322
1159,D38F	1159,D38F
1159,D3FC	1159,D3FC
1159,D469	1159,D469
1159,D4D6	1159,D4D6
1159,D543	1159,D543
1159,D5B0	1159,D5B0
1159,D61D	1159,D61D
1159,D689	1159,D689
1159,D6F6	1159,D6F6
1159,D763	1159,D763
115A,AC01	115A,AC01
115A,AC6D	115A,AC6D
115A,ACDA	115A,ACDA
115A,AD47	115A,AD47
115A,ADB4	115A,ADB4
115A,AE21	115A,AE21
115A,AE8E	115A,AE8E
115A,AEFB	115A,AEFB
115A,AF68	115A,AF68
115A,AFD5	115A,AFD5
115A,B041	115A,B041
115A,B0AE	115A,B0AE
115A,B11B	115A,B11B
115A,B188	115A,B188
115A,B1F5	115A,B1F5
115A,B262	115A,B262
115A,B2CF	115A,B2CF
115A,B33C	115A,B33C
115A,B3A9	115A,B3A9
115A,B415	115A,B415
115A,B482	115A,B482
115A,B4EF	115A,B4EF
115A,B55C	115A,B55C
115A,B5C9	115A,B5C9
115A,B636	115A,B636
115A,B6A3	115A,B6A3
115A,B710	115A,B710
115A,B77D	115A,B77D
115A,B7E9	115A,B7E9
115A,B856	115A,B856
115A,B8C3	115A,B8C3
115A,B930	115A,B930
115A,B99D	115A,B99D
115A,BA0A	115A,BA0A
115A,BA77	115A,BA77
115A,BAE4	115A,BAE4
115A,BB51	115A,BB51
115A,BBBD	115A,BBBD
115A,BC2A	115A,BC2A
115A,BC97	115A,BC97
115A,BD04	115A,BD04
115A,BD71	115A,BD71
115A,BDDE	115A,BDDE
115A,BE4B	115A,BE4B
115A,BEB8	115A,BEB8
115A,BF25	115A,BF25
115A,BF91	115A,BF91
115A,BFFE	115A,BFFE
115A,C06B	115A,C06B
115A,C0D8	115A,C0D8
115A,C145	115A,C145
115A,C1B2	115A,C1B2
115A,C21F	115A,C21F
115A,C28C	115A,C28C
115A,C2F9	115A,C2F9
115A,C365	115A,C365
115A,C3D2	115A,C3D2
115A,C43F	115A,C43F
115A,C4AC	115A,C4AC
115A,C519	115A,C519
115A,C586	115A,C586
115A,C5F3	115A,C5F3
115A,C660	115A,C660
115A,C6CD	115A,C6CD
115A,C739	115A,C739
115A,C7A6	115A,C7A6
115A,C813	115A,C813
115A,C880	115A,C880
115A,C8ED	115A,C8ED
115A,C95A	115A,C95A
115A,C9C7	115A,C9C7
115A,CA34	115A,CA34
115A,CAA1	115A,CAA1
115A,CB0D	115A,CB0D
115A,CB7A	115A,CB7A
115A,CBE7	115A,CBE7
115A,CC54	115A,CC54
115A,CCC1	115A,CCC1
115A,CD2E	115A,CD2E
115A,CD9B	115A,CD9B
115A,CE08	115A,CE08
115A,CE75	115A,CE75
115A,CEE1	115A,CEE1
115A,CF4E	115A,CF4E
115A,CFBB	115A,CFBB
115A,D028	115A,D028
115A,D095	115A,D095
115A,D102	115A,D102
115A,D16F	115A,D16F
115A,D1DC	115A,D1DC
115A,D249	115A,D249
115A,D2B5	115A,D2B5
115A,D322	115A,D322
115A,D38F	115A,D38F
115A,D3FC	115A,D3FC
115A,D469	115A,D469
115A,D4D6	115A,D4D6
115A,D543	115A,D543
115A,D5B0	115A,D5B0
115A,D61D	115A,D61D
115A,D689	115A,D689
115A,D6F6	115A,D6F6
115A,D763	115A,D763
115B,AC01	115B,AC01
115B,AC6D	115B,AC6D
115B,ACDA	115B,ACDA
115B,AD47	115B,AD47
115B,ADB4	115B,ADB4
115B,AE21	115B,AE21
115B,AE8E	115B,AE8E
115B,AEFB	115B,AEFB
115B,AF68	115B,AF68
115B,AFD5	115B,AFD5
115B,B041	115B,B041
115B,B0AE	115B,B0AE
115B,B11B	115B,B11B
115B,B188	115B,B188
115B,B1F5	115B,B1F5
115B,B262	115B,B262
115B,B2CF	115B,B2CF
115B,B33C	115B,B33C
115B,B3A9	115B,B3A9
115B,B415	115B,B415
115B,B482	115B,B482
115B,B4EF	115B,B4EF
115B,B55C	115B,B55C
115B,B5C9	115B,B5C9
115B,B636	115B,B636
115B,B6A3	115B,B6A3
115B,B710	115B,B710
115B,B77D	115B,B77D
115B,B7E9	115B,B7E9
115B,B856	115B,B856
115B,B8C3	115B,B8C3
115B,B930	115B,B930
115B,B99D	115B,B99D
115B,BA0A	115B,BA0A
115B,BA77	115B,BA77
115B,BAE4	115B,BAE4
115B,BB51	115B,BB51
115B,BBBD	115B,BBBD
115B,BC2A	115B,BC2A
115B,BC97	115B,BC97
115B,BD04	115B,BD04
115B,BD71	115B,BD71
115B,BDDE	115B,BDDE
115B,BE4B	115B,BE4B
115B,BEB8	115B,BEB8
115B,BF25	115B,BF25
115B,BF91	115B,BF91
115B,BFFE	115B,BFFE
115B,C06B	115B,C06B
115B,C0D8	115B,C0D8
115B,C145	115B,C145
115B,C1B2	115B,C1B2
115B,C21F	115B,C21F
115B,C28C	115B,C28C
115B,C2F9	115B,C2F9
115B,C365	115B,C365
115B,C3D2	115B,C3D2
115B,C43F	115B,C43F
115B,C4AC	115B,C4AC
115B,C519	115B,C519
115B,C586	115B,C586
115B,C5F3	115B,C5F3
115B,C660	115B,C660
115B,C6CD	115B,C6CD
115B,C739	115B,C739
115B,C7A6	115B,C7A6
115B,C813	115B,C813
115B,C880	115B,C880
115B,C8ED	115B,C8ED
115B,C95A	115B,C95A
115B,C9C7	115B,C9C7
115B,CA34	115B,CA34
115B,CAA1	115B,CAA1
115B,CB0D	115B,CB0D
115B,CB7A	115B,CB7A
115B,CBE7	115B,CBE7
115B,CC54	115B,CC54
115B,CCC1	115B,CCC1
115B,CD2E	115B,CD2E
115B,CD9B	115B,CD9B
115B,CE08	115B,CE08
115B,CE75	115B,CE75
115B,CEE1	115B,CEE1
115B,CF4E	115B,CF4E
115B,CFBB	115B,CFBB
115B,D028	115B,D028
115B,D095	115B,D095
115B,D102	115B,D102
115B,D16F	115B,D16F
115B,D1DC	115B,D1DC
115B,D249	115B,D249
115B,D2B5	115B,D2B5
115B,D322	115B,D322
115B,D38F	115B,D38F
115B,D3FC	115B,D3FC
115B,D469	115B,D469
115B,D4D6	115B,D4D6
115B,D543	115B,D543
115B,D5B0	115B,D5B0
115B,D61D	115B,D61D
115B,D689	115B,D689
115B,D6F6	115B,D6F6
115B,D763	115B,D763
115C,AC01	115C,AC01
115C,AC6D	115C,AC6D
115C,ACDA	115C,ACDA
115C,AD47	115C,AD47
115C,ADB4	115C,ADB4
115C,AE21	115C,AE21
115C,AE8E	115C,AE8E
115C,AEFB	115C,AEFB
115C,AF68	115C,AF68
115C,AFD5	115C,AFD5
115C,B041	115C,B041
115C,B0AE	115C,B0AE
115C,B11B	115C,B11B
115C,B188	115C,B188
115C,B1F5	115C,B1F5
115C,B262	115C,B262
115C,B2CF	115C,B2CF
115C,B33C	115C,B33C
115C,B3A9	115C,B3A9
115C,B415	115C,B415
115C,B482	115C,B482
